COD,TIPO_CLIENTE,TIPO_EMPRESTIMO,CD_SEXO,IDADE,QTD_DIVIDAS,TEMP_RECUPERACAO
8156,NOVO,CDC,M,30,1,15
8157,NOVO,CDC,M,56,16,
8158,NOVO,CDC,F,70,0,10
8159,NOVO,CDC,M,28,0,2
8160,NOVO,CDC,M,28,0,183
8161,NOVO,PESSOAL,,26,10,40
8162,INVESTIDOR,RENEGOCIAÇÃO,F,30,0,6
8163,NOVO,RENEGOCIAÇÃO,F,61,0,6
8164,NOVO,CDC,F,65,0,11
8165,NOVO,RENEGOCIAÇÃO,,20,1,4
8166,NOVO,CDC,M,43,0,33
8167,NOVO,CDC,F,42,5,
8168,NOVO,PESSOAL,M,,0,43
8169,INVESTIDOR,RENEGOCIAÇÃO,F,27,14,7
8170,NOVO,PESSOAL,F,,10,
8171,TOMADOR,CDC,M,52,2,
8172,NOVO,CDC,M,41,0,6
8173,INVESTIDOR,CDC,F,68,2,
8174,NOVO,RENEGOCIAÇÃO,M,29,7,
8175,NOVO,PESSOAL,M,38,2,
8176,TOMADOR,CDC,F,25,0,15
8177,NOVO,PESSOAL,M,49,12,
8178,NOVO,CDC,M,29,0,
8179,NOVO,CDC,F,21,1,
8180,NOVO,CDC,M,28,7,
8181,NOVO,PESSOAL,M,,10,
8182,NOVO,PESSOAL,M,27,5,
8183,INVESTIDOR,CDC,F,46,8,13
8184,NOVO,CDC,F,40,16,
8185,NOVO,CDC,M,30,1,9
8186,TOMADOR,RENEGOCIAÇÃO,M,21,16,
8187,TOMADOR,CDC,M,53,0,3
8188,INVESTIDOR,CDC,F,32,0,24
8189,TOMADOR,RENEGOCIAÇÃO,,32,0,130
8190,INVESTIDOR,RENEGOCIAÇÃO,F,34,4,
8191,NOVO,RENEGOCIAÇÃO,F,49,16,
8192,NOVO,RENEGOCIAÇÃO,M,40,4,
8193,NOVO,CDC,F,62,0,3
8194,NOVO,RENEGOCIAÇÃO,M,28,5,
8195,INVESTIDOR,CDC,F,28,0,36
8196,INVESTIDOR,CDC,M,63,13,
8197,NOVO,CDC,M,49,0,5
8198,TOMADOR,CDC,M,41,0,
8199,TOMADOR,PESSOAL,M,42,16,10
8200,INVESTIDOR,CDC,M,37,0,19
8201,NOVO,CDC,M,75,12,
8202,TOMADOR,CDC,F,,16,24
8203,INVESTIDOR,RENEGOCIAÇÃO,M,25,0,6
8204,TOMADOR,CDC,M,49,6,11
8205,INVESTIDOR,CDC,F,42,2,12
8206,NOVO,CDC,M,,4,
8207,NOVO,CDC,M,35,0,
8208,NOVO,CDC,F,26,0,3
8209,INVESTIDOR,CDC,,38,0,
8210,NOVO,CDC,M,61,3,30
8211,NOVO,PESSOAL,M,54,7,
8212,NOVO,CDC,F,39,12,
8213,NOVO,CDC,M,,16,
8214,NOVO,CDC,M,50,0,16
8215,TOMADOR,CDC,M,54,0,12
8216,INVESTIDOR,CDC,M,40,5,
8217,NOVO,CDC,M,36,0,5
8218,NOVO,CDC,F,54,0,
8219,NOVO,CDC,,62,16,
8220,NOVO,CDC,F,,16,
8221,NOVO,RENEGOCIAÇÃO,M,,9,
8222,NOVO,CDC,F,28,16,
8223,TOMADOR,CDC,M,23,0,14
8224,NOVO,CDC,M,19,14,
8225,NOVO,CDC,M,40,6,
8226,NOVO,CDC,F,34,0,9
8227,NOVO,CDC,F,50,16,
8228,INVESTIDOR,CDC,F,38,0,
8229,NOVO,RENEGOCIAÇÃO,M,31,0,5
8230,NOVO,PESSOAL,M,,0,2
8231,NOVO,CDC,M,24,0,9
8232,NOVO,RENEGOCIAÇÃO,F,54,4,
8233,NOVO,RENEGOCIAÇÃO,M,34,10,
8234,INVESTIDOR,CDC,M,56,16,11
8235,INVESTIDOR,CDC,M,31,16,
8236,NOVO,CDC,,30,1,7
8237,INVESTIDOR,RENEGOCIAÇÃO,M,35,0,6
8238,TOMADOR,CDC,F,,6,
8239,INVESTIDOR,CDC,M,49,8,
8240,NOVO,RENEGOCIAÇÃO,M,71,0,6
8241,NOVO,CDC,M,58,2,20
8242,TOMADOR,RENEGOCIAÇÃO,M,35,16,
8243,NOVO,RENEGOCIAÇÃO,F,63,7,14
8244,NOVO,CDC,M,28,4,
8245,TOMADOR,CDC,F,69,3,7
8246,NOVO,PESSOAL,F,29,0,
8247,NOVO,RENEGOCIAÇÃO,F,28,0,8
8248,INVESTIDOR,RENEGOCIAÇÃO,F,29,15,
8249,TOMADOR,PESSOAL,F,61,3,115
8250,NOVO,CDC,M,31,5,
8251,NOVO,CDC,F,29,1,
8252,NOVO,CDC,F,70,3,
8253,NOVO,CDC,F,33,5,167
8254,NOVO,PESSOAL,F,,15,
8255,NOVO,CDC,M,,16,
8256,NOVO,CDC,M,37,13,
8257,NOVO,CDC,M,40,16,
8258,INVESTIDOR,RENEGOCIAÇÃO,F,31,0,6
8259,INVESTIDOR,CDC,F,28,0,7
8260,TOMADOR,RENEGOCIAÇÃO,I,23,16,
8261,INVESTIDOR,RENEGOCIAÇÃO,M,54,0,9
8262,INVESTIDOR,CDC,F,43,0,
8263,NOVO,RENEGOCIAÇÃO,M,32,16,
8264,NOVO,CDC,F,43,0,5
8265,NOVO,PESSOAL,F,52,2,76
8266,NOVO,RENEGOCIAÇÃO,M,31,0,85
8267,INVESTIDOR,PESSOAL,,33,8,42
8268,INVESTIDOR,PESSOAL,F,31,0,42
8269,NOVO,PESSOAL,M,46,0,
8270,TOMADOR,CDC,F,37,16,
8271,NOVO,CDC,M,50,0,2
8272,NOVO,PESSOAL,M,35,16,
8273,INVESTIDOR,CDC,M,37,0,
8274,NOVO,CDC,F,49,0,6
8275,TOMADOR,CDC,,25,0,36
8276,NOVO,CDC,F,,16,
8277,INVESTIDOR,CDC,M,34,12,121
8278,NOVO,CDC,F,19,0,37
8279,TOMADOR,CDC,M,45,1,3
8280,TOMADOR,CDC,F,36,8,8
8281,INVESTIDOR,PESSOAL,F,36,9,260
8282,TOMADOR,CDC,F,40,16,
8283,NOVO,CDC,F,38,0,12
8284,INVESTIDOR,CDC,F,40,0,5
8285,NOVO,RENEGOCIAÇÃO,M,65,0,2
8286,INVESTIDOR,PESSOAL,M,46,0,217
8287,NOVO,CDC,F,32,3,19
8288,NOVO,RENEGOCIAÇÃO,M,56,0,3
8289,NOVO,CDC,,27,0,30
8290,TOMADOR,CDC,M,49,0,5
8291,NOVO,PESSOAL,M,32,0,34
8292,NOVO,CDC,F,43,0,8
8293,NOVO,CDC,M,24,7,42
8294,NOVO,CDC,M,,6,10
8295,NOVO,PESSOAL,M,31,12,
8296,NOVO,CDC,M,54,3,7
8297,INVESTIDOR,PESSOAL,M,33,16,
8298,NOVO,CDC,M,37,0,3
8299,INVESTIDOR,CDC,F,51,0,35
8300,NOVO,PESSOAL,M,61,0,6
8301,NOVO,PESSOAL,M,27,16,
8302,INVESTIDOR,CDC,F,34,16,
8303,NOVO,PESSOAL,M,27,0,6
8304,NOVO,CDC,M,44,3,51
8305,INVESTIDOR,CDC,M,45,1,
8306,NOVO,CDC,M,41,0,11
8307,NOVO,RENEGOCIAÇÃO,M,36,11,
8308,NOVO,CDC,F,79,0,282
8309,NOVO,PESSOAL,F,28,5,
8310,INVESTIDOR,CDC,M,25,0,9
8311,NOVO,CDC,F,71,7,
8312,NOVO,RENEGOCIAÇÃO,M,42,15,
8313,NOVO,CDC,M,34,16,
8314,NOVO,RENEGOCIAÇÃO,F,55,0,2
8315,INVESTIDOR,CDC,M,76,1,8
8316,NOVO,PESSOAL,M,56,16,30
8317,NOVO,CDC,M,51,15,
8318,INVESTIDOR,CDC,F,62,0,4
8319,NOVO,PESSOAL,F,58,16,22
8320,NOVO,CDC,F,42,1,
8321,NOVO,CDC,M,29,5,13
8322,NOVO,CDC,M,52,0,5
8323,NOVO,CDC,M,,13,
8324,INVESTIDOR,CDC,F,34,0,8
8325,NOVO,CDC,M,27,13,32
8326,NOVO,CDC,F,,5,
8327,NOVO,RENEGOCIAÇÃO,I,,0,
8328,NOVO,CDC,M,25,1,18
8329,NOVO,RENEGOCIAÇÃO,M,39,0,16
8330,INVESTIDOR,CDC,M,35,16,
8331,INVESTIDOR,CDC,F,36,0,2
8332,NOVO,CDC,,25,16,
8333,NOVO,PESSOAL,F,45,1,14
8334,NOVO,CDC,M,34,3,
8335,NOVO,CDC,,,16,
8336,NOVO,CDC,M,31,12,9
8337,NOVO,CDC,M,54,0,10
8338,INVESTIDOR,CDC,F,45,16,7
8339,NOVO,CDC,F,36,0,8
8340,NOVO,CDC,F,66,8,
8341,NOVO,CDC,,45,16,
8342,NOVO,RENEGOCIAÇÃO,M,44,2,9
8343,NOVO,RENEGOCIAÇÃO,M,25,16,
8344,INVESTIDOR,CDC,F,61,0,11
8345,INVESTIDOR,CDC,F,33,0,16
8346,NOVO,CDC,F,36,16,
8347,NOVO,CDC,M,51,1,
8348,INVESTIDOR,CDC,F,38,0,15
8349,NOVO,PESSOAL,,,1,203
8350,INVESTIDOR,RENEGOCIAÇÃO,F,54,0,10
8351,NOVO,CDC,F,45,0,36
8352,NOVO,PESSOAL,M,49,16,
8353,TOMADOR,PESSOAL,F,20,16,
8354,NOVO,RENEGOCIAÇÃO,F,,0,28
8355,NOVO,RENEGOCIAÇÃO,F,22,0,15
8356,NOVO,CDC,M,36,0,
8357,NOVO,CDC,M,25,1,
8358,TOMADOR,CDC,M,36,16,118
8359,TOMADOR,CDC,,68,0,8
8360,INVESTIDOR,CDC,F,34,0,8
8361,NOVO,CDC,F,25,0,5
8362,NOVO,CDC,M,33,1,
8363,TOMADOR,CDC,F,54,1,
8364,TOMADOR,CDC,M,29,0,10
8365,TOMADOR,CDC,F,21,8,
8366,NOVO,RENEGOCIAÇÃO,F,35,1,40
8367,INVESTIDOR,CDC,M,43,0,7
8368,NOVO,CDC,F,63,0,8
8369,TOMADOR,CDC,M,53,1,15
8370,TOMADOR,PESSOAL,,36,16,
8371,TOMADOR,CDC,M,31,3,
8372,NOVO,CDC,M,38,0,3
8373,INVESTIDOR,CDC,M,55,0,5
8374,NOVO,CDC,,28,16,
8375,NOVO,RENEGOCIAÇÃO,M,30,0,7
8376,TOMADOR,CDC,M,37,16,4
8377,NOVO,RENEGOCIAÇÃO,M,40,0,
8378,NOVO,CDC,F,,0,
8379,TOMADOR,CDC,F,21,11,25
8380,NOVO,CDC,M,32,0,
8381,NOVO,RENEGOCIAÇÃO,M,48,4,
8382,NOVO,PESSOAL,M,48,0,11
8383,NOVO,CDC,F,,0,5
8384,INVESTIDOR,RENEGOCIAÇÃO,F,58,1,81
8385,NOVO,CDC,M,51,0,
8386,NOVO,RENEGOCIAÇÃO,M,33,16,
8387,NOVO,CDC,,,13,
8388,NOVO,PESSOAL,F,23,0,20
8389,NOVO,RENEGOCIAÇÃO,M,,1,13
8390,INVESTIDOR,CDC,M,62,8,24
8391,INVESTIDOR,CDC,F,43,0,213
8392,TOMADOR,CDC,M,33,0,64
8393,INVESTIDOR,CDC,F,52,0,60
8394,NOVO,CDC,M,19,6,
8395,NOVO,PESSOAL,M,31,2,
8396,NOVO,RENEGOCIAÇÃO,M,22,3,14
8397,INVESTIDOR,CDC,F,49,2,
8398,INVESTIDOR,CDC,F,33,1,9
8399,NOVO,CDC,M,36,5,
8400,INVESTIDOR,CDC,M,75,0,42
8401,NOVO,CDC,M,48,16,
8402,NOVO,CDC,F,33,0,5
8403,NOVO,PESSOAL,M,26,12,9
8404,NOVO,CDC,F,29,4,215
8405,NOVO,CDC,F,28,0,9
8406,NOVO,CDC,M,,9,
8407,INVESTIDOR,CDC,F,31,0,40
8408,NOVO,RENEGOCIAÇÃO,F,31,0,2
8409,NOVO,PESSOAL,F,43,10,
8410,NOVO,CDC,M,,16,
8411,TOMADOR,CDC,M,37,5,36
8412,NOVO,CDC,M,47,1,
8413,INVESTIDOR,RENEGOCIAÇÃO,F,41,0,7
8414,NOVO,CDC,F,59,16,
8415,NOVO,CDC,M,24,0,4
8416,INVESTIDOR,RENEGOCIAÇÃO,M,41,0,8
8417,TOMADOR,CDC,M,34,0,9
8418,NOVO,CDC,M,31,16,
8419,NOVO,CDC,M,52,1,3
8420,NOVO,CDC,M,43,0,5
8421,NOVO,RENEGOCIAÇÃO,M,19,0,7
8422,NOVO,RENEGOCIAÇÃO,F,44,16,
8423,INVESTIDOR,RENEGOCIAÇÃO,F,43,1,5
8424,NOVO,CDC,M,22,3,27
8425,INVESTIDOR,PESSOAL,M,,2,2
8426,NOVO,PESSOAL,,63,0,9
8427,NOVO,CDC,F,28,0,15
8428,NOVO,CDC,M,62,5,
8429,NOVO,CDC,M,25,16,
8430,NOVO,CDC,M,51,0,5
8431,NOVO,RENEGOCIAÇÃO,F,30,0,14
8432,INVESTIDOR,RENEGOCIAÇÃO,F,44,16,
8433,INVESTIDOR,CDC,M,52,10,7
8434,NOVO,PESSOAL,,37,0,45
8435,NOVO,CDC,M,30,0,6
8436,NOVO,CDC,F,46,11,
8437,NOVO,RENEGOCIAÇÃO,M,44,13,
8438,NOVO,PESSOAL,M,36,3,
8439,TOMADOR,CDC,M,48,16,
8440,NOVO,PESSOAL,M,38,0,28
8441,NOVO,RENEGOCIAÇÃO,M,52,0,
8442,NOVO,CDC,,,13,
8443,NOVO,RENEGOCIAÇÃO,F,,16,
8444,NOVO,PESSOAL,M,48,16,
8445,NOVO,PESSOAL,M,45,3,
8446,NOVO,PESSOAL,F,45,0,23
8447,INVESTIDOR,CDC,F,61,0,26
8448,INVESTIDOR,CDC,F,28,0,13
8449,NOVO,PESSOAL,F,19,0,23
8450,NOVO,CDC,F,33,8,40
8451,NOVO,CDC,F,44,12,185
8452,NOVO,CDC,F,21,2,10
8453,NOVO,RENEGOCIAÇÃO,,28,16,
8454,NOVO,CDC,,46,0,5
8455,NOVO,RENEGOCIAÇÃO,M,27,16,21
8456,INVESTIDOR,RENEGOCIAÇÃO,M,39,1,90
8457,INVESTIDOR,CDC,F,37,8,7
8458,NOVO,CDC,F,77,0,11
8459,NOVO,PESSOAL,F,25,16,
8460,INVESTIDOR,CDC,M,52,0,4
8461,INVESTIDOR,RENEGOCIAÇÃO,F,41,0,10
8462,NOVO,CDC,M,,12,
8463,NOVO,CDC,F,44,0,3
8464,NOVO,PESSOAL,M,28,9,
8465,NOVO,RENEGOCIAÇÃO,M,,7,
8466,TOMADOR,CDC,,58,5,48
8467,NOVO,PESSOAL,F,41,0,148
8468,INVESTIDOR,CDC,F,32,0,9
8469,NOVO,CDC,F,44,16,
8470,NOVO,PESSOAL,F,31,0,16
8471,NOVO,PESSOAL,F,50,1,4
8472,NOVO,CDC,M,52,16,191
8473,NOVO,CDC,M,,12,
8474,NOVO,CDC,,28,6,9
8475,NOVO,CDC,F,20,9,
8476,INVESTIDOR,CDC,F,58,6,
8477,NOVO,CDC,M,37,0,5
8478,TOMADOR,CDC,M,52,5,30
8479,NOVO,CDC,M,34,16,30
8480,NOVO,RENEGOCIAÇÃO,F,31,0,35
8481,NOVO,PESSOAL,F,36,16,
8482,INVESTIDOR,CDC,,33,3,
8483,NOVO,CDC,M,,16,15
8484,NOVO,PESSOAL,,68,6,
8485,NOVO,CDC,F,45,5,45
8486,NOVO,CDC,M,39,0,13
8487,TOMADOR,CDC,M,56,1,3
8488,NOVO,CDC,M,27,0,4
8489,NOVO,CDC,M,35,4,106
8490,NOVO,CDC,M,36,7,
8491,NOVO,CDC,F,,0,8
8492,NOVO,RENEGOCIAÇÃO,F,34,10,
8493,NOVO,PESSOAL,F,53,0,7
8494,NOVO,RENEGOCIAÇÃO,M,41,8,17
8495,INVESTIDOR,CDC,M,66,0,19
8496,NOVO,PESSOAL,F,30,0,3
8497,INVESTIDOR,RENEGOCIAÇÃO,F,60,1,34
8498,NOVO,PESSOAL,F,32,7,
8499,NOVO,PESSOAL,M,25,5,
8500,INVESTIDOR,PESSOAL,M,50,2,4
8501,TOMADOR,CDC,M,42,0,19
8502,NOVO,CDC,M,31,0,21
8503,NOVO,CDC,F,41,14,15
8504,NOVO,PESSOAL,F,31,4,10
8505,NOVO,CDC,M,43,16,
8506,NOVO,PESSOAL,M,35,0,9
8507,NOVO,CDC,,42,5,43
8508,NOVO,CDC,,,3,
8509,NOVO,CDC,F,56,5,
8510,NOVO,CDC,F,32,6,
8511,NOVO,PESSOAL,M,27,16,
8512,NOVO,CDC,F,52,0,15
8513,INVESTIDOR,CDC,F,44,0,18
8514,NOVO,CDC,M,45,0,
8515,NOVO,PESSOAL,M,49,16,
8516,TOMADOR,RENEGOCIAÇÃO,F,29,16,
8517,NOVO,PESSOAL,F,,0,11
8518,INVESTIDOR,CDC,M,23,0,4
8519,TOMADOR,CDC,M,28,8,116
8520,NOVO,CDC,F,45,0,3
8521,NOVO,RENEGOCIAÇÃO,F,39,16,
8522,NOVO,CDC,I,,3,11
8523,NOVO,CDC,M,35,16,
8524,NOVO,CDC,M,37,16,
8525,NOVO,PESSOAL,F,36,3,30
8526,INVESTIDOR,CDC,F,45,0,6
8527,NOVO,CDC,F,38,5,4
8528,INVESTIDOR,RENEGOCIAÇÃO,M,40,0,8
8529,INVESTIDOR,CDC,M,37,9,25
8530,NOVO,CDC,F,28,3,290
8531,NOVO,CDC,F,62,0,28
8532,INVESTIDOR,CDC,M,35,16,
8533,NOVO,PESSOAL,F,76,0,
8534,NOVO,RENEGOCIAÇÃO,M,41,14,
8535,INVESTIDOR,CDC,M,63,0,36
8536,NOVO,RENEGOCIAÇÃO,M,,16,
8537,NOVO,CDC,M,27,11,
8538,NOVO,CDC,M,41,3,
8539,TOMADOR,CDC,M,,6,
8540,INVESTIDOR,CDC,F,42,0,14
8541,INVESTIDOR,CDC,M,43,0,4
8542,NOVO,CDC,M,40,0,6
8543,NOVO,RENEGOCIAÇÃO,F,21,0,3
8544,TOMADOR,RENEGOCIAÇÃO,M,38,5,4
8545,NOVO,PESSOAL,F,,7,
8546,NOVO,PESSOAL,F,42,4,184
8547,NOVO,PESSOAL,F,31,0,8
8548,INVESTIDOR,RENEGOCIAÇÃO,M,42,0,3
8549,NOVO,CDC,F,48,16,
8550,INVESTIDOR,RENEGOCIAÇÃO,M,50,16,
8551,INVESTIDOR,CDC,M,71,0,11
8552,INVESTIDOR,CDC,M,35,0,13
8553,NOVO,CDC,M,47,0,3
8554,NOVO,RENEGOCIAÇÃO,M,49,0,2
8555,TOMADOR,PESSOAL,M,,16,
8556,NOVO,CDC,,30,0,5
8557,TOMADOR,CDC,M,37,0,28
8558,NOVO,PESSOAL,M,30,14,
8559,NOVO,CDC,M,69,12,7
8560,INVESTIDOR,PESSOAL,M,33,16,
8561,INVESTIDOR,CDC,F,,16,37
8562,NOVO,RENEGOCIAÇÃO,M,19,9,
8563,NOVO,RENEGOCIAÇÃO,F,29,1,126
8564,NOVO,CDC,F,,1,106
8565,NOVO,RENEGOCIAÇÃO,F,26,0,13
8566,NOVO,PESSOAL,F,31,0,3
8567,NOVO,PESSOAL,M,,16,
8568,NOVO,RENEGOCIAÇÃO,F,34,16,
8569,NOVO,CDC,,48,3,
8570,TOMADOR,CDC,M,52,0,39
8571,NOVO,RENEGOCIAÇÃO,M,37,3,32
8572,NOVO,CDC,,,5,
8573,INVESTIDOR,CDC,F,37,11,307
8574,NOVO,CDC,M,61,8,
8575,NOVO,CDC,F,20,1,15
8576,NOVO,CDC,F,67,3,4
8577,NOVO,CDC,F,21,0,333
8578,NOVO,RENEGOCIAÇÃO,M,,0,2
8579,TOMADOR,RENEGOCIAÇÃO,,26,16,
8580,NOVO,RENEGOCIAÇÃO,F,40,16,
8581,INVESTIDOR,CDC,M,63,0,62
8582,NOVO,RENEGOCIAÇÃO,F,60,1,
8583,INVESTIDOR,PESSOAL,F,58,0,23
8584,NOVO,CDC,M,,0,9
8585,TOMADOR,CDC,,46,0,17
8586,NOVO,CDC,F,62,7,
8587,NOVO,RENEGOCIAÇÃO,M,37,0,
8588,NOVO,CDC,M,40,1,7
8589,TOMADOR,RENEGOCIAÇÃO,M,,0,30
8590,TOMADOR,CDC,F,,1,
8591,NOVO,CDC,M,40,0,7
8592,TOMADOR,CDC,M,19,14,
8593,INVESTIDOR,CDC,M,37,0,
8594,NOVO,PESSOAL,M,,3,
8595,INVESTIDOR,PESSOAL,M,37,0,3
8596,TOMADOR,CDC,F,36,0,22
8597,NOVO,CDC,M,38,0,10
8598,NOVO,RENEGOCIAÇÃO,M,68,0,157
8599,TOMADOR,RENEGOCIAÇÃO,F,28,0,5
8600,NOVO,PESSOAL,M,35,4,
8601,INVESTIDOR,PESSOAL,M,30,3,3
8602,NOVO,CDC,F,67,3,24
8603,NOVO,CDC,M,30,3,9
8604,INVESTIDOR,CDC,F,27,16,293
8605,NOVO,RENEGOCIAÇÃO,M,39,0,3
8606,INVESTIDOR,CDC,F,58,0,4
8607,INVESTIDOR,RENEGOCIAÇÃO,M,66,1,37
8608,INVESTIDOR,CDC,M,49,0,6
8609,NOVO,CDC,F,54,0,15
8610,NOVO,PESSOAL,F,33,14,41
8611,NOVO,RENEGOCIAÇÃO,F,49,16,
8612,NOVO,RENEGOCIAÇÃO,M,38,1,
8613,INVESTIDOR,CDC,M,46,0,4
8614,NOVO,PESSOAL,M,27,0,
8615,TOMADOR,CDC,,47,5,16
8616,INVESTIDOR,CDC,F,60,0,4
8617,TOMADOR,CDC,M,27,0,6
8618,NOVO,PESSOAL,,,4,25
8619,TOMADOR,CDC,M,33,0,40
8620,NOVO,PESSOAL,F,44,5,
8621,NOVO,CDC,,29,0,2
8622,NOVO,RENEGOCIAÇÃO,M,48,7,5
8623,NOVO,PESSOAL,M,23,8,
8624,NOVO,CDC,,36,0,
8625,NOVO,CDC,F,25,7,
8626,NOVO,RENEGOCIAÇÃO,F,31,0,11
8627,NOVO,CDC,F,38,13,
8628,TOMADOR,RENEGOCIAÇÃO,F,,5,
8629,NOVO,CDC,I,37,1,10
8630,NOVO,PESSOAL,F,41,14,
8631,NOVO,CDC,M,31,0,
8632,INVESTIDOR,CDC,F,47,0,9
8633,INVESTIDOR,RENEGOCIAÇÃO,M,33,0,3
8634,INVESTIDOR,CDC,M,59,0,3
8635,INVESTIDOR,CDC,F,29,12,
8636,NOVO,CDC,M,42,8,
8637,NOVO,CDC,F,28,16,
8638,TOMADOR,RENEGOCIAÇÃO,F,30,1,43
8639,NOVO,CDC,M,26,0,
8640,TOMADOR,CDC,M,42,5,8
8641,TOMADOR,CDC,F,52,10,11
8642,TOMADOR,PESSOAL,M,43,0,139
8643,TOMADOR,RENEGOCIAÇÃO,F,24,10,3
8644,NOVO,CDC,M,32,16,
8645,NOVO,RENEGOCIAÇÃO,F,48,2,5
8646,NOVO,CDC,M,20,0,13
8647,TOMADOR,RENEGOCIAÇÃO,F,35,0,
8648,INVESTIDOR,CDC,M,62,16,
8649,TOMADOR,CDC,M,30,0,8
8650,NOVO,PESSOAL,M,52,16,
8651,NOVO,PESSOAL,F,,7,
8652,NOVO,PESSOAL,M,45,11,91
8653,NOVO,PESSOAL,F,33,0,7
8654,INVESTIDOR,CDC,M,47,0,6
8655,NOVO,CDC,F,28,0,62
8656,NOVO,CDC,F,61,0,3
8657,NOVO,CDC,M,43,2,8
8658,NOVO,CDC,M,28,8,
8659,NOVO,PESSOAL,M,,0,97
8660,TOMADOR,RENEGOCIAÇÃO,F,26,13,
8661,INVESTIDOR,CDC,F,58,0,5
8662,INVESTIDOR,CDC,M,54,8,7
8663,NOVO,CDC,F,51,13,5
8664,NOVO,PESSOAL,F,42,2,9
8665,NOVO,RENEGOCIAÇÃO,F,,7,2
8666,NOVO,CDC,F,37,0,23
8667,NOVO,CDC,F,31,1,3
8668,INVESTIDOR,CDC,I,51,3,13
8669,NOVO,PESSOAL,M,47,4,12
8670,INVESTIDOR,CDC,F,,5,2
8671,NOVO,CDC,F,24,11,
8672,NOVO,RENEGOCIAÇÃO,F,28,2,
8673,INVESTIDOR,RENEGOCIAÇÃO,F,27,1,11
8674,TOMADOR,CDC,F,30,0,5
8675,NOVO,CDC,F,49,0,5
8676,INVESTIDOR,CDC,M,35,0,28
8677,NOVO,CDC,F,28,5,8
8678,INVESTIDOR,RENEGOCIAÇÃO,F,54,0,23
8679,NOVO,PESSOAL,M,40,16,
8680,TOMADOR,CDC,M,48,16,
8681,TOMADOR,CDC,F,57,0,7
8682,NOVO,CDC,,22,6,
8683,INVESTIDOR,CDC,M,28,11,4
8684,NOVO,CDC,M,48,7,38
8685,NOVO,CDC,,24,0,11
8686,NOVO,CDC,F,31,0,43
8687,NOVO,PESSOAL,M,28,7,30
8688,,RENEGOCIAÇÃO,M,27,0,23
8689,INVESTIDOR,CDC,,36,9,2
8690,TOMADOR,CDC,F,23,16,2
8691,NOVO,CDC,F,30,16,
8692,INVESTIDOR,CDC,M,52,0,8
8693,TOMADOR,RENEGOCIAÇÃO,M,53,15,11
8694,NOVO,CDC,F,52,7,223
8695,NOVO,CDC,M,31,14,
8696,NOVO,CDC,F,33,7,40
8697,NOVO,CDC,M,39,0,2
8698,INVESTIDOR,PESSOAL,F,47,0,10
8699,INVESTIDOR,CDC,F,31,0,4
8700,NOVO,RENEGOCIAÇÃO,F,31,6,
8701,INVESTIDOR,PESSOAL,M,29,0,59
8702,NOVO,CDC,M,36,0,134
8703,NOVO,PESSOAL,F,22,0,57
8704,INVESTIDOR,CDC,M,29,5,12
8705,NOVO,CDC,M,45,0,8
8706,NOVO,PESSOAL,M,32,2,11
8707,NOVO,CDC,F,27,16,
8708,TOMADOR,CDC,M,,8,30
8709,TOMADOR,PESSOAL,F,33,0,3
8710,NOVO,CDC,F,,16,
8711,NOVO,CDC,F,51,3,
8712,TOMADOR,CDC,M,,0,17
8713,NOVO,CDC,F,54,3,
8714,NOVO,RENEGOCIAÇÃO,F,,10,34
8715,TOMADOR,CDC,F,49,9,8
8716,INVESTIDOR,RENEGOCIAÇÃO,F,39,15,
8717,NOVO,CDC,M,60,0,4
8718,INVESTIDOR,CDC,F,38,0,47
8719,INVESTIDOR,CDC,M,37,0,18
8720,TOMADOR,CDC,M,,0,4
8721,NOVO,CDC,F,29,0,4
8722,NOVO,CDC,M,22,0,53
8723,TOMADOR,CDC,M,34,3,5
8724,NOVO,PESSOAL,M,,7,
8725,NOVO,PESSOAL,M,47,0,9
8726,INVESTIDOR,CDC,M,48,3,17
8727,NOVO,CDC,F,37,0,5
8728,NOVO,CDC,M,52,0,5
8729,NOVO,CDC,M,61,11,9
8730,NOVO,CDC,M,44,4,
8731,INVESTIDOR,CDC,M,33,12,85
8732,NOVO,CDC,F,33,2,
8733,NOVO,CDC,M,48,0,56
8734,INVESTIDOR,CDC,F,52,0,7
8735,NOVO,PESSOAL,M,84,11,
8736,NOVO,CDC,M,,14,
8737,NOVO,RENEGOCIAÇÃO,I,,0,
8738,NOVO,CDC,M,22,3,24
8739,NOVO,CDC,,27,8,
8740,NOVO,PESSOAL,M,63,0,28
8741,NOVO,CDC,M,35,0,110
8742,INVESTIDOR,CDC,M,56,1,2
8743,NOVO,CDC,F,37,16,
8744,NOVO,PESSOAL,M,70,16,
8745,NOVO,PESSOAL,M,29,16,
8746,INVESTIDOR,RENEGOCIAÇÃO,M,41,0,11
8747,NOVO,PESSOAL,M,23,11,27
8748,NOVO,CDC,M,,0,19
8749,NOVO,PESSOAL,M,42,16,
8750,NOVO,CDC,,,0,401
8751,NOVO,CDC,F,52,0,18
8752,NOVO,CDC,M,32,0,27
8753,NOVO,PESSOAL,M,56,0,22
8754,NOVO,CDC,F,74,14,
8755,NOVO,CDC,M,43,11,22
8756,NOVO,CDC,F,50,16,
8757,NOVO,CDC,M,25,11,
8758,INVESTIDOR,RENEGOCIAÇÃO,F,27,0,103
8759,NOVO,PESSOAL,M,20,0,278
8760,INVESTIDOR,RENEGOCIAÇÃO,M,62,0,10
